word,meaning,children,parent,related,images,reference
ภูโช,"น. งวงช้าง เช่น ภูโชพรายแพร่งเหลื้อม โสภา เพรอศแฮ (ยวนพ่าย). (ป., ส. ภุช).",,,,,
ภูดาด,(โบ) น. เสมียน.,,,,,
"ภูต, ภูต-","(๑)  [พูด, พูตะ-] น. ผี, มักใช้เข้าคู่กันเป็น ภูตผี. (ป., ส.). (๒)  [พูด, พูตะ-] ว. ซึ่งเกิดแล้ว, ซึ่งเป็นแล้ว. (ป., ส.).","ภูตคาม, ภูตบดี, ภูตรูป, ภูเตศวร",,,,
"ภูต, ภูต-","(๑)  [พูด, พูตะ-] น. ผี, มักใช้เข้าคู่กันเป็น ภูตผี. (ป., ส.). (๒)  [พูด, พูตะ-] ว. ซึ่งเกิดแล้ว, ซึ่งเป็นแล้ว. (ป., ส.).","ภูตคาม, ภูตบดี, ภูตรูป, ภูเตศวร",,,,
ภูตคาม,"[พูตะ-] น. พืชพันธุ์อันอยู่กับที่ มี ๕ ชนิด คือ พืชที่เกิดจากเหง้า ๑ ที่เกิดจากต้น ๑ ที่เกิดจากข้อ ๑ ที่เกิดจากยอด ๑ และที่เกิดจากเมล็ด ๑, คู่กับ พืชคาม คือ พืชพันธุ์ที่แม้จะถูกพรากจากที่แล้ว ก็ยังจะเป็นได้อีก. (ป.; ส. ภูตคฺราม ว่า สิ่งทั้งปวง, สิ่งที่เกิดแล้วทั้งปวง).",,"ภูต, ภูต-",,,
ภูตบดี,"[พูตะบอดี] น. เจ้าแห่งผี, เจ้าแห่งสรรพสัตว์, (หมายถึง พระศิวะ). (ส. ภูตปติ).",,"ภูต, ภูต-",,,
ภูตรูป,"[พูตะรูบ] น. รูปที่เกิดแล้ว ได้แก่ ธาตุทั้ง ๔ คือ ดิน นํ้า ไฟ ลม ซึ่งคุมกันเข้าเป็นมนุษย์และสัตว์. (ป., ส.).",,"ภูต, ภูต-",,,
ภูเตศวร,น. พระศิวะ. (ส.).,,"ภูต, ภูต-",,,
ภูเตศวร,"น. **ดู ภูต, ภูต-** .",,,"ภูต, ภูต, ภูต-, ภูต-",,
"ภูติ, ภูตี","[พูติ, พูตี] น. ความรุ่งเรือง, ความมั่งคั่ง. (ป., ส. ภูติ).",,,,,
"ภูติ, ภูตี","[พูติ, พูตี] น. ความรุ่งเรือง, ความมั่งคั่ง. (ป., ส. ภูติ).",,,,,
ภูม,น. บ้าน. (ข.).,,,,,
"ภูมิ ๑, ภูมิ-","[พูม, พูมิ-, พูมมิ-] น. แผ่นดิน, ที่ดิน.","ภูมิธร, ภูมินทร์, ภูมินาถ, ภูมิบดี, ภูมิบริมาณ, ภูมิบาล, ภูมิประเทศ, ภูมิภาค, ภูมิภุช, ภูมิรัฐศาสตร์, ภูมิลำเนา, ภูมิลำเนาของนิติบุคคล, ภูมิลำเนาเฉพาะการ, ภูมิศาสตร์, ภูมิศาสตร์กายภาพ, ภูมิศาสตร์การเกษตร, ภูมิศาสตร์การเมือง, ภูมิศาสตร์ประชากร, ภูมิศาสตร์ประวัติ, ภูมิศาสตร์เศรษฐกิจ, ภูมิอากาศ",,,,
ภูมิ ๒,"(๑)  [พูม] น. พื้น, ชั้น, พื้นเพ (๒) น. ความรู้ เช่น อวดภูมิ อมภูมิ.","ภูมิธรรม, ภูมิปัญญา, ภูมิปัญญาการแพทย์แผนไทย, ภูมิรู้",,,,
ภูมิ ๓,"[พูม] ว. สง่า, โอ่โถง, องอาจ, ผึ่งผาย, เช่น วางภูมิ.","ภูมิฐาน, ภูมิใจ",,,,
"ภูมิ ๑, ภูมิ-","[พูม, พูมิ-, พูมมิ-] น. แผ่นดิน, ที่ดิน.","ภูมิธร, ภูมินทร์, ภูมินาถ, ภูมิบดี, ภูมิบริมาณ, ภูมิบาล, ภูมิประเทศ, ภูมิภาค, ภูมิภุช, ภูมิรัฐศาสตร์, ภูมิลำเนา, ภูมิลำเนาของนิติบุคคล, ภูมิลำเนาเฉพาะการ, ภูมิศาสตร์, ภูมิศาสตร์กายภาพ, ภูมิศาสตร์การเกษตร, ภูมิศาสตร์การเมือง, ภูมิศาสตร์ประชากร, ภูมิศาสตร์ประวัติ, ภูมิศาสตร์เศรษฐกิจ, ภูมิอากาศ",,,,
"ภูมิธร, ภูมินทร์, ภูมินาถ, ภูมิบดี",น. พระเจ้าแผ่นดิน. (ส.).,,"ภูมิ ๑, ภูมิ-",,,
"ภูมิธร, ภูมินทร์, ภูมินาถ, ภูมิบดี",น. พระเจ้าแผ่นดิน. (ส.).,,"ภูมิ ๑, ภูมิ-",,,
ภูมินทร์,"น. **ดู ภูมิ ๑, ภูมิ-** .",,,"ภูมิ ๑, ภูมิ-",,
"ภูมิธร, ภูมินทร์, ภูมินาถ, ภูมิบดี",น. พระเจ้าแผ่นดิน. (ส.).,,"ภูมิ ๑, ภูมิ-",,,
"ภูมิธร, ภูมินทร์, ภูมินาถ, ภูมิบดี",น. พระเจ้าแผ่นดิน. (ส.).,,"ภูมิ ๑, ภูมิ-",,,
ภูมิบริมาณ,[พูมิ-] น. มาตราเนื้อที่. (ส.).,,"ภูมิ ๑, ภูมิ-",,,
"ภูมิบาล, ภูมิภุช",[พูมิ-] น. พระเจ้าแผ่นดิน. (ส.).,,"ภูมิ ๑, ภูมิ-",,,
"ภูมิบาล, ภูมิภุช",[พูมิ-] น. พระเจ้าแผ่นดิน. (ส.).,,"ภูมิ ๑, ภูมิ-",,,
ภูมิประเทศ,[พูมิ-] น. ลักษณะทางกายภาพและทางธรรมชาติของแผ่นดิน รวมถึงความสูงตํ่าของผิวโลก ทะเลสาบ ถนนหนทาง และเมืองต่าง ๆ.,,"ภูมิ ๑, ภูมิ-",,,
ภูมิภาค,"(๑)  [พูมมิ-, พูมิ-] น. หัวเมือง (๒)  (ภูมิ) อาณาบริเวณที่มีลักษณะบางอย่างเช่นลักษณะทางธรรมชาติ ทางเศรษฐกิจ ทางวัฒนธรรม ทางการเมือง คล้ายคลึงกันจนสามารถจัดเข้าพวกกันได้ และแตกต่างกับบริเวณใกล้เคียงโดยรอบ.",,"ภูมิ ๑, ภูมิ-",,,
ภูมิรัฐศาสตร์,[พูมิ-] น. วิชาในหมวดสังคมศาสตร์สาขาหนึ่ง มีลักษณะคล้ายวิชาภูมิศาสตร์การเมือง แต่เน้นหนักไปทางการเมือง.,,"ภูมิ ๑, ภูมิ-",,,
ภูมิลำเนา,"[พูม-, พูมิ-]  (กฎ) น. ถิ่นที่อยู่อันเป็นแหล่งสำคัญ.",,"ภูมิ ๑, ภูมิ-",,,
ภูมิลำเนาของนิติบุคคล,(กฎ) น. ถิ่นอันเป็นที่ตั้งสำนักงานใหญ่หรือถิ่นอันเป็นที่ตั้งที่ทำการ หรือถิ่นที่ได้เลือกเอาเป็นภูมิลำเนาเฉพาะการตามข้อบังคับหรือตราสารจัดตั้งนิติบุคคลนั้น.,,"ภูมิ ๑, ภูมิ-",,,
ภูมิลำเนาเฉพาะการ,(กฎ) น. ถิ่นที่บุคคลได้เลือกโดยมีเจตนาปรากฏชัดแจ้ง เพื่อทำการใดการหนึ่งโดยเฉพาะ.,,"ภูมิ ๑, ภูมิ-",,,
ภูมิศาสตร์,[พูมิ-] น. วิชาที่ศึกษาถึงความสัมพันธ์ระหว่างสิ่งแวดล้อมทางธรรมชาติกับสังคมที่ปรากฏในดินแดนต่าง ๆ ของโลก.,,"ภูมิ ๑, ภูมิ-",,,
